"Path","LineNumber","Line"
"C:\BoB_General\과제와실습\userland\containers\asf\asf_reader.c","2105","      free(p_ctx->meta[i]);"
"C:\BoB_General\과제와실습\userland\containers\asf\asf_reader.c","2106","   if(p_ctx->meta_num) free(p_ctx->meta);"
"C:\BoB_General\과제와실습\userland\containers\asf\asf_reader.c","2112","   free(module);"
"C:\BoB_General\과제와실습\userland\containers\asf\asf_reader.c","2134","   module = malloc(sizeof(*module));"
"C:\BoB_General\과제와실습\userland\containers\asf\asf_writer.c","459","   free(module);"
"C:\BoB_General\과제와실습\userland\containers\asf\asf_writer.c","546","   module = malloc(sizeof(*module));"
"C:\BoB_General\과제와실습\userland\containers\asf\asf_writer.c","567","   free(module);"
"C:\BoB_General\과제와실습\userland\containers\avi\avi_reader.c","414","               memcpy(track->format->extradata, track->priv->drmdata, chunk_size);"
"C:\BoB_General\과제와실습\userland\containers\avi\avi_reader.c","1106","         memcpy(data, p_state->extra_chunk_data + p_state->extra_chunk_data_offs, len);"
"C:\BoB_General\과제와실습\userland\containers\avi\avi_reader.c","1325","   free(module);"
"C:\BoB_General\과제와실습\userland\containers\avi\avi_reader.c","1394","   if ((module = malloc(sizeof(*module))) == NULL)"
"C:\BoB_General\과제와실습\userland\containers\avi\avi_reader.c","1510","   if (module) free(module);"
"C:\BoB_General\과제와실습\userland\containers\avi\avi_writer.c","137","   memcpy(&chunk_id, track_num_buf, 2);"
"C:\BoB_General\과제와실습\userland\containers\avi\avi_writer.c","152","   memcpy(((uint8_t*)&chunk_id) + 2, track_num_buf, 2);"
"C:\BoB_General\과제와실습\userland\containers\avi\avi_writer.c","863","         memcpy(module->frame_packet.data, "
"C:\BoB_General\과제와실습\userland\containers\avi\avi_writer.c","877","            memcpy(module->frame_packet.data + module->frame_packet.size, "
"C:\BoB_General\과제와실습\userland\containers\avi\avi_writer.c","1022","   if(module->avi_frame_buffer) free(module->avi_frame_buffer);"
"C:\BoB_General\과제와실습\userland\containers\avi\avi_writer.c","1023","   free(module);"
"C:\BoB_General\과제와실습\userland\containers\avi\avi_writer.c","1116","   module = malloc(sizeof(*module));"
"C:\BoB_General\과제와실습\userland\containers\avi\avi_writer.c","1133","      module->avi_frame_buffer = malloc(AVI_FRAME_BUFFER_SIZE);"
"C:\BoB_General\과제와실습\userland\containers\avi\avi_writer.c","1160","      if(module->avi_frame_buffer) free(module->avi_frame_buffer);"
"C:\BoB_General\과제와실습\userland\containers\avi\avi_writer.c","1161","      free(module);"
"C:\BoB_General\과제와실습\userland\containers\binary\binary_reader.c","185","   free(module);"
"C:\BoB_General\과제와실습\userland\containers\binary\binary_reader.c","230","   module = malloc(sizeof(*module));"
"C:\BoB_General\과제와실습\userland\containers\binary\binary_writer.c","66","   free(module);"
"C:\BoB_General\과제와실습\userland\containers\binary\binary_writer.c","138","   module = malloc(sizeof(*module));"
"C:\BoB_General\과제와실습\userland\containers\core\containers.c","63","   p_ctx = malloc( sizeof(*p_ctx) + sizeof(*p_ctx->priv) + sizeof(*p_ctx->drm));"
"C:\BoB_General\과제와실습\userland\containers\core\containers.c","151","   p_ctx = malloc( sizeof(*p_ctx) + sizeof(*p_ctx->priv));"
"C:\BoB_General\과제와실습\userland\containers\core\containers.c","190","   if(p_ctx->priv->packetizer_buffer) free(p_ctx->priv->packetizer_buffer);"
"C:\BoB_General\과제와실습\userland\containers\core\containers.c","195","   for(i = 0; i < p_ctx->meta_num; i++) free(p_ctx->meta[i]);"
"C:\BoB_General\과제와실습\userland\containers\core\containers.c","196","   if(p_ctx->meta_num) free(p_ctx->meta);"
"C:\BoB_General\과제와실습\userland\containers\core\containers.c","198","   free(p_ctx);"
"C:\BoB_General\과제와실습\userland\containers\core\containers.c","469","         memcpy(p_track->priv->drmdata, p_drm_data, drm_data_size);"
"C:\BoB_General\과제와실습\userland\containers\core\containers.c","532","            p_ctx->priv->packetizer_buffer = malloc(PACKETIZER_BUFFER_SIZE);"
"C:\BoB_General\과제와실습\userland\containers\core\containers.c","570","   p_ctx = malloc(size);"
"C:\BoB_General\과제와실습\userland\containers\core\containers.c","587","      if(p_track->priv->extradata) free(p_track->priv->extradata);"
"C:\BoB_General\과제와실습\userland\containers\core\containers.c","588","      if(p_track->priv->drmdata) free(p_track->priv->drmdata);"
"C:\BoB_General\과제와실습\userland\containers\core\containers.c","589","      free(p_track);"
"C:\BoB_General\과제와실습\userland\containers\core\containers.c","606","      if(p_track->priv->extradata) free(p_track->priv->extradata);"
"C:\BoB_General\과제와실습\userland\containers\core\containers.c","607","      p_track->priv->extradata = malloc(extra_size);"
"C:\BoB_General\과제와실습\userland\containers\core\containers.c","630","      if(p_track->priv->drmdata) free(p_track->priv->drmdata);"
"C:\BoB_General\과제와실습\userland\containers\core\containers.c","631","      p_track->priv->drmdata = malloc(size);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_bits.c","218","   memcpy(dst, src, sizeof(VC_CONTAINER_BITS_T));"
"C:\BoB_General\과제와실습\userland\containers\core\containers_bits.c","296","   memcpy(dst, bit_stream->buffer + 1, bytes_to_copy);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_bytestream.h","198","      memcpy( data, packet->data + offset, copy );"
"C:\BoB_General\과제와실습\userland\containers\core\containers_bytestream.h","204","   memcpy( data, packet->data + offset, size );"
"C:\BoB_General\과제와실습\userland\containers\core\containers_bytestream.h","228","      memcpy( data, packet->data + offset, copy );"
"C:\BoB_General\과제와실습\userland\containers\core\containers_bytestream.h","233","   memcpy( data, packet->data + offset, size );"
"C:\BoB_General\과제와실습\userland\containers\core\containers_bytestream.h","266","      memcpy( data, packet->data + peek_offset, copy );"
"C:\BoB_General\과제와실습\userland\containers\core\containers_bytestream.h","271","   memcpy( data, packet->data + peek_offset, size );"
"C:\BoB_General\과제와실습\userland\containers\core\containers_filters.c","110","   p_ctx = malloc(sizeof(*p_ctx) + sizeof(*priv));"
"C:\BoB_General\과제와실습\userland\containers\core\containers_filters.c","124","   if(p_ctx) free(p_ctx);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_filters.c","136","      free(p_ctx);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_filters.c","183","   dl_name = malloc(dl_name_len);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_filters.c","187","   entrypt_name = malloc(entrypt_name_len);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_filters.c","190","      free(dl_name);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_filters.c","209","   free(dl_name);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_filters.c","210","   free(entrypt_name);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_index.c","78","   id = malloc(sizeof(VC_CONTAINER_INDEX_T) + (sizeof(VC_CONTAINER_INDEX_POS_T)<<len));"
"C:\BoB_General\과제와실습\userland\containers\core\containers_index.c","97","   free(index);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_io.c","131","   p_ctx = malloc( sizeof(*p_ctx) + sizeof(*private) + uri_length);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_io.c","136","   memcpy((char *)p_ctx->uri, uri, uri_length);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_io.c","187","      cache->mem = malloc(p_ctx->priv->caches.mem_size);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_io.c","210","   if(p_ctx) free(p_ctx);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_io.c","248","            free(p_ctx->priv->caches.mem);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_io.c","251","            free(p_ctx->priv->cached_areas[i].mem);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_io.c","257","      free(p_ctx);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_io.c","474","   cache->mem = malloc(cache->mem_size);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_io.c","488","      memcpy(cache->buffer, main_cache->buffer + main_cache->position, cache->size);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_io.c","588","      memcpy(data + read, cache->buffer + cache->position, bytes);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_io.c","642","         memcpy(cache->buffer + cache->position, data + written, bytes);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_io.c","974","   ctx = malloc(sizeof(*ctx));"
"C:\BoB_General\과제와실습\userland\containers\core\containers_io.c","983","      ctx->mem[ctx->num_area] = malloc(io->priv->cache->mem_size);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_io.c","1019","   if(ctx) free(ctx);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_io.c","1038","      free(ctx->mem[--ctx->num_area]);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_io.c","1040","   free(ctx);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_io_helpers.c","150","      if(buffer) memcpy(buffer, &guid, sizeof(guid));"
"C:\BoB_General\과제와실습\userland\containers\core\containers_io_helpers.c","231","         memcpy(&guid, buffer, sizeof(guid));"
"C:\BoB_General\과제와실습\userland\containers\core\containers_list.c","101","   list = (VC_CONTAINERS_LIST_T *)malloc(sizeof(VC_CONTAINERS_LIST_T));"
"C:\BoB_General\과제와실습\userland\containers\core\containers_list.c","108","   list->entries = malloc(capacity * entry_size);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_list.c","111","      free(list);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_list.c","130","         free(list->entries);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_list.c","131","      free(list);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_list.c","164","         void *new_entries = realloc(list->entries, (list->size + 1) * entry_size);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_list.c","174","         memmove(insert_ptr + entry_size, insert_ptr, (list->size - insert_idx) * entry_size);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_list.c","180","   memcpy(insert_ptr, new_entry, list->entry_size);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_list.c","196","   memcpy(entry, (const char *)list->entries + entry_size * index, entry_size);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_loader.c","349","   if ((dl_name = malloc(dl_size)) == NULL)"
"C:\BoB_General\과제와실습\userland\containers\core\containers_loader.c","353","   if ((entrypt_name = malloc(ep_size)) == NULL)"
"C:\BoB_General\과제와실습\userland\containers\core\containers_loader.c","355","      free(dl_name);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_loader.c","376","   free(entrypt_name);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_loader.c","377","   free(dl_name);  "
"C:\BoB_General\과제와실습\userland\containers\core\containers_uri.c","236","   unescstr = (char *)malloc(unescaped_length(escstr, esclen) + 1);  /* Allow for NUL */"
"C:\BoB_General\과제와실습\userland\containers\core\containers_uri.c","247","      free(*p_dst);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_uri.c","253","      *p_dst = (char *)malloc(str_size);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_uri.c","257","      memcpy(*p_dst, src, str_size);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_uri.c","269","      free(*str);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_uri.c","412","            free(value);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_uri.c","448","   queries = (VC_URI_QUERY_T *)malloc(query_count * sizeof(VC_URI_QUERY_T));"
"C:\BoB_General\과제와실습\userland\containers\core\containers_uri.c","638","            memmove(slash, slash + 2, strlen(slash + 2) + 1);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_uri.c","674","               memmove(previous_segment, slash + 4, strlen(slash + 4) + 1);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_uri.c","710","   p_uri = (VC_URI_PARTS_T *)malloc(sizeof(VC_URI_PARTS_T));"
"C:\BoB_General\과제와실습\userland\containers\core\containers_uri.c","743","      free(queries);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_uri.c","757","   free(p_uri);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_uri.c","1007","      queries = (VC_URI_QUERY_T *)realloc(p_uri->queries, (count + 1) * sizeof(VC_URI_QUERY_T));"
"C:\BoB_General\과제와실습\userland\containers\core\containers_uri.c","1009","      queries = (VC_URI_QUERY_T *)malloc(sizeof(VC_URI_QUERY_T));"
"C:\BoB_General\과제와실습\userland\containers\core\containers_uri.c","1084","      merged_path = (char *)malloc(len);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_uri.c","1115","      free(merged_path);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_utils.c","66","   private = malloc(sizeof(*private));"
"C:\BoB_General\과제와실습\userland\containers\core\containers_utils.c","77","      free(private);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_utils.c","89","   if(private->extradata) free(private->extradata);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_utils.c","90","   free(private);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_utils.c","107","      if(private->extradata) free(private->extradata);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_utils.c","108","      private->extradata = malloc(size);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_utils.c","139","      memcpy(p_out->extradata, p_in->extradata, p_in->extradata_size);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_utils.c","206","   memcpy(buffer+18, format->extradata, format->extradata_size);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_utils.c","284","   memcpy(buffer + 16, &fourcc, 4);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_utils.c","285","   memcpy(buffer + BITMAPINFOHEADER_SIZE_MAX, format->extradata, format->extradata_size);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_utils.c","300","   memcpy(&fourcc, p + 16, 4);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_writer_utils.c","63","   char *uri = malloc(length);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_writer_utils.c","68","   free(uri);"
"C:\BoB_General\과제와실습\userland\containers\core\containers_writer_utils.c","88","   if(uri) free(uri);"
"C:\BoB_General\과제와실습\userland\containers\core\packetizers.c","57","      status = entry->open(p_ctx);"
"C:\BoB_General\과제와실습\userland\containers\core\packetizers.c","79","   p_ctx = malloc( sizeof(*p_ctx) + sizeof(*p_ctx->priv));"
"C:\BoB_General\과제와실습\userland\containers\core\packetizers.c","133","      if(packet->framework_data) free(packet);"
"C:\BoB_General\과제와실습\userland\containers\core\packetizers.c","136","   free(p_ctx);"
"C:\BoB_General\과제와실습\userland\containers\core\packetizers.c","163","         free(*in);"
"C:\BoB_General\과제와실습\userland\containers\core\packetizers.c","184","   new = malloc(sizeof(*packet) + packet->size);"
"C:\BoB_General\과제와실습\userland\containers\core\packetizers.c","196","   memcpy(new->data, packet->data, packet->size);"
"C:\BoB_General\과제와실습\userland\containers\dummy\dummy_writer.c","57","   free(module);"
"C:\BoB_General\과제와실습\userland\containers\dummy\dummy_writer.c","113","   module = malloc(sizeof(*module));"
"C:\BoB_General\과제와실습\userland\containers\flash\flv_reader.c","730","   free(module);"
"C:\BoB_General\과제와실습\userland\containers\flash\flv_reader.c","1023","   module = malloc(sizeof(*module));"
"C:\BoB_General\과제와실습\userland\containers\h264\avc1_packetizer.c","75","   free(p_ctx->priv->module);"
"C:\BoB_General\과제와실습\userland\containers\h264\avc1_packetizer.c","218","         memcpy(out->data + out->size, h264_start_code + sizeof(h264_start_code) -"
"C:\BoB_General\과제와실습\userland\containers\h264\avc1_packetizer.c","295","         memcpy(out + 4, extra, nal_size);"
"C:\BoB_General\과제와실습\userland\containers\h264\avc1_packetizer.c","320","   p_ctx->priv->module = module = malloc(sizeof(*module));"
"C:\BoB_General\과제와실습\userland\containers\h264\avc1_packetizer.c","329","      free(module);"
"C:\BoB_General\과제와실습\userland\containers\io\io_file.c","52","   free(module);"
"C:\BoB_General\과제와실습\userland\containers\io\io_file.c","119","   stream = fopen(uri, psz_mode);"
"C:\BoB_General\과제와실습\userland\containers\io\io_file.c","125","   module = malloc( sizeof(*module) );"
"C:\BoB_General\과제와실습\userland\containers\io\io_http.c","184","   if (sscanf(status_line, ""HTTP/%u.%u %u"", &major_version, &minor_version, &status_code) != 3)"
"C:\BoB_General\과제와실습\userland\containers\io\io_http.c","222","      sscanf(header.value, ""%""PRIu64, &content_length);"
"C:\BoB_General\과제와실습\userland\containers\io\io_http.c","563","   free(module);"
"C:\BoB_General\과제와실습\userland\containers\io\io_http.c","848","   module = calloc(1, sizeof(*module));"
"C:\BoB_General\과제와실습\userland\containers\io\io_net.c","138","   sprintf(filename, format, host_str, port_str, is_udp ? 'u' : 't');"
"C:\BoB_General\과제와실습\userland\containers\io\io_net.c","139","   stream = fopen(filename, ""wb"");"
"C:\BoB_General\과제와실습\userland\containers\io\io_net.c","231","   free(module);"
"C:\BoB_General\과제와실습\userland\containers\io\io_net.c","357","   module = (VC_CONTAINER_IO_MODULE_T *)malloc( sizeof(*module) );"
"C:\BoB_General\과제와실습\userland\containers\io\io_pktfile.c","87","   free(module);"
"C:\BoB_General\과제와실습\userland\containers\io\io_pktfile.c","184","   stream = fopen(path, psz_mode);"
"C:\BoB_General\과제와실습\userland\containers\io\io_pktfile.c","243","   module = malloc( sizeof(*module) );"
"C:\BoB_General\과제와실습\userland\containers\metadata\id3\id3_metadata_reader.c","79","   if((meta = malloc(sizeof(VC_CONTAINER_METADATA_T) + size)) == NULL)"
"C:\BoB_General\과제와실습\userland\containers\metadata\id3\id3_metadata_reader.c","85","   if((p_meta = realloc(p_ctx->meta, sizeof(VC_CONTAINER_METADATA_T *) * (p_ctx->meta_num + 1))) == NULL)"
"C:\BoB_General\과제와실습\userland\containers\metadata\id3\id3_metadata_reader.c","87","      free(meta);"
"C:\BoB_General\과제와실습\userland\containers\mkv\matroska_reader.c","1287","   for(i = 0; i < MKV_MAX_ENCODINGS; i++) free(track_module->encodings[i].data);"
"C:\BoB_General\과제와실습\userland\containers\mkv\matroska_reader.c","1493","         data = malloc((int)size);"
"C:\BoB_General\과제와실습\userland\containers\mkv\matroska_reader.c","2012","      memcpy(p_data, state->header_data, header_size);"
"C:\BoB_General\과제와실습\userland\containers\mkv\matroska_reader.c","2231","         free(p_ctx->tracks[i]->priv->module->encodings[j].data);"
"C:\BoB_General\과제와실습\userland\containers\mkv\matroska_reader.c","2234","   free(module);"
"C:\BoB_General\과제와실습\userland\containers\mkv\matroska_reader.c","2257","   module = malloc(sizeof(*module));"
"C:\BoB_General\과제와실습\userland\containers\mp4\mp4_reader.c","1208","   free(module);"
"C:\BoB_General\과제와실습\userland\containers\mp4\mp4_reader.c","1819","   module = malloc(sizeof(*module));"
"C:\BoB_General\과제와실습\userland\containers\mp4\mp4_writer.c","1162","   free(module);"
"C:\BoB_General\과제와실습\userland\containers\mp4\mp4_writer.c","1390","   module = malloc(sizeof(*module));"
"C:\BoB_General\과제와실습\userland\containers\mp4\mp4_writer.c","1430","      free(module);"
"C:\BoB_General\과제와실습\userland\containers\mpeg\ps_reader.c","1113","   free(module);"
"C:\BoB_General\과제와실습\userland\containers\mpeg\ps_reader.c","1148","   module = malloc(sizeof(*module));"
"C:\BoB_General\과제와실습\userland\containers\mpga\mpga_packetizer.c","85","   free(p_ctx->priv->module);"
"C:\BoB_General\과제와실습\userland\containers\mpga\mpga_packetizer.c","268","   p_ctx->priv->module = module = malloc(sizeof(*module));"
"C:\BoB_General\과제와실습\userland\containers\mpga\mpga_reader.c","458","   free(module);"
"C:\BoB_General\과제와실습\userland\containers\mpga\mpga_reader.c","492","   if ((module = malloc(sizeof(*module))) == NULL)"
"C:\BoB_General\과제와실습\userland\containers\mpga\mpga_reader.c","607","   if (module) free(module);"
"C:\BoB_General\과제와실습\userland\containers\mpgv\mpgv_packetizer.c","95","   free(p_ctx->priv->module);"
"C:\BoB_General\과제와실습\userland\containers\mpgv\mpgv_packetizer.c","416","   p_ctx->priv->module = module = malloc(sizeof(*module));"
"C:\BoB_General\과제와실습\userland\containers\net\net_sockets_common.c","153","   p_ctx = (VC_CONTAINER_NET_T *)malloc(sizeof(VC_CONTAINER_NET_T));"
"C:\BoB_General\과제와실습\userland\containers\net\net_sockets_common.c","247","         memcpy(&p_ctx->to_addr, p->ai_addr, p->ai_addrlen);"
"C:\BoB_General\과제와실습\userland\containers\net\net_sockets_common.c","289","   free(p_ctx);"
"C:\BoB_General\과제와실습\userland\containers\net\net_sockets_common.c","449","   p_client_ctx = (VC_CONTAINER_NET_T *)malloc(sizeof(VC_CONTAINER_NET_T));"
"C:\BoB_General\과제와실습\userland\containers\net\net_sockets_common.c","458","   memcpy(&p_client_ctx->to_addr, &p_server_ctx->to_addr, p_server_ctx->to_addr_len);"
"C:\BoB_General\과제와실습\userland\containers\net\net_sockets_common.c","484","      free(p_client_ctx);"
"C:\BoB_General\과제와실습\userland\containers\pcm\pcm_packetizer.c","75","   free(p_ctx->priv->module);"
"C:\BoB_General\과제와실습\userland\containers\pcm\pcm_packetizer.c","238","   p_ctx->priv->module = module = malloc(sizeof(*module));"
"C:\BoB_General\과제와실습\userland\containers\qsynth\qsynth_reader.c","222","   if((*seg = malloc(sizeof(QSYNTH_SEGMENT_T) + HEADER_LENGTH)) == NULL)"
"C:\BoB_General\과제와실습\userland\containers\qsynth\qsynth_reader.c","263","      if(len > (1<<20) || (*seg = malloc(sizeof(QSYNTH_SEGMENT_T) + 8 + len)) == NULL)"
"C:\BoB_General\과제와실습\userland\containers\qsynth\qsynth_reader.c","271","      memcpy((*seg)->data, dummy, 8);"
"C:\BoB_General\과제와실습\userland\containers\qsynth\qsynth_reader.c","354","      memcpy(packet->data, module->pass->data + module->sent, copy);"
"C:\BoB_General\과제와실습\userland\containers\qsynth\qsynth_reader.c","427","      free(seg);"
"C:\BoB_General\과제와실습\userland\containers\qsynth\qsynth_reader.c","430","   free(module);"
"C:\BoB_General\과제와실습\userland\containers\qsynth\qsynth_reader.c","447","   module = malloc(sizeof(*module));"
"C:\BoB_General\과제와실습\userland\containers\raw\raw_video_reader.c","132","      if (sscanf(module->option, ""W%i"", &value1) == 1)"
"C:\BoB_General\과제와실습\userland\containers\raw\raw_video_reader.c","134","      else if (sscanf(module->option, ""H%i"", &value1) == 1)"
"C:\BoB_General\과제와실습\userland\containers\raw\raw_video_reader.c","136","      else if (sscanf(module->option, ""S%i"", &value1) == 1)"
"C:\BoB_General\과제와실습\userland\containers\raw\raw_video_reader.c","138","      else if (sscanf(module->option, ""F%i:%i"", &value1, &value2) == 2)"
"C:\BoB_General\과제와실습\userland\containers\raw\raw_video_reader.c","143","      else if (sscanf(module->option, ""A%i:%i"", &value1, &value2) == 2)"
"C:\BoB_General\과제와실습\userland\containers\raw\raw_video_reader.c","150","         strcpy(codec, module->option+1);"
"C:\BoB_General\과제와실습\userland\containers\raw\raw_video_reader.c","169","      memcpy(&ctx->tracks[0]->format->codec, codec, 4);"
"C:\BoB_General\과제와실습\userland\containers\raw\raw_video_reader.c","194","      if (module->non_standard && sscanf(module->option, ""S%i"", &value1) == 1)"
"C:\BoB_General\과제와실습\userland\containers\raw\raw_video_reader.c","223","      matches = sscanf(uri+i, ""_C%4cW%iH%iF%i#%iS%i"", (char *)&codec,"
"C:\BoB_General\과제와실습\userland\containers\raw\raw_video_reader.c","355","   free(module);"
"C:\BoB_General\과제와실습\userland\containers\raw\raw_video_reader.c","385","   module = malloc(sizeof(*module));"
"C:\BoB_General\과제와실습\userland\containers\raw\raw_video_writer.c","153","   free(module);"
"C:\BoB_General\과제와실습\userland\containers\raw\raw_video_writer.c","241","   module = malloc(sizeof(*module));"
"C:\BoB_General\과제와실습\userland\containers\rcv\rcv_reader.c","98","   memcpy(module->extradata, dummy+8, 4);"
"C:\BoB_General\과제와실습\userland\containers\rcv\rcv_reader.c","106","   memcpy(header.struct_b, dummy+24, 8);"
"C:\BoB_General\과제와실습\userland\containers\rcv\rcv_reader.c","302","   free(module);"
"C:\BoB_General\과제와실습\userland\containers\rcv\rcv_reader.c","320","   module = malloc(sizeof(*module));"
"C:\BoB_General\과제와실습\userland\containers\rtp\rtp_h264.c","184","         memmove(&sprop[offset], &sprop[offset + 1], new_sprop_size - offset);"
"C:\BoB_General\과제와실습\userland\containers\rtp\rtp_h264.c","777","   extra = (H264_PAYLOAD_T *)malloc(sizeof(H264_PAYLOAD_T));"
"C:\BoB_General\과제와실습\userland\containers\rtp\rtp_mpeg4.c","745","   extra = (MP4_PAYLOAD_T *)malloc(sizeof(MP4_PAYLOAD_T));"
"C:\BoB_General\과제와실습\userland\containers\rtp\rtp_reader.c","1046","         free(payload_extra);"
"C:\BoB_General\과제와실습\userland\containers\rtp\rtp_reader.c","1051","   if (module) free(module);"
"C:\BoB_General\과제와실습\userland\containers\rtp\rtp_reader.c","1091","   module = (VC_CONTAINER_MODULE_T *)malloc(sizeof(VC_CONTAINER_MODULE_T));"
"C:\BoB_General\과제와실습\userland\containers\rtsp\rtsp_reader.c","386","   if (sscanf(status_line, ""RTSP/%u.%u %u"", &major_version, &minor_version, &status_code) != 3)"
"C:\BoB_General\과제와실습\userland\containers\rtsp\rtsp_reader.c","424","      sscanf(header.value, ""%u"", &content_length);"
"C:\BoB_General\과제와실습\userland\containers\rtsp\rtsp_reader.c","654","         if (sscanf(value, ""%u"", &timestamp_base) == 1)"
"C:\BoB_General\과제와실습\userland\containers\rtsp\rtsp_reader.c","662","         if (sscanf(value, ""%hu"", &sequence_number) == 1)"
"C:\BoB_General\과제와실습\userland\containers\rtsp\rtsp_reader.c","855","   sscanf(rtp_port, ""%hu"", &t_module->rtp_port);"
"C:\BoB_General\과제와실습\userland\containers\rtsp\rtsp_reader.c","935","   full_mime_type = (char *)malloc(strlen(t_module->media_type) + strlen(mime_sub_type) + 2);"
"C:\BoB_General\과제와실습\userland\containers\rtsp\rtsp_reader.c","942","   sprintf(full_mime_type, ""%s/%s"", t_module->media_type, mime_sub_type);"
"C:\BoB_General\과제와실습\userland\containers\rtsp\rtsp_reader.c","945","      free(full_mime_type);"
"C:\BoB_General\과제와실습\userland\containers\rtsp\rtsp_reader.c","949","   free(full_mime_type);"
"C:\BoB_General\과제와실습\userland\containers\rtsp\rtsp_reader.c","1057","      *p_merged_uri_str = (char *)malloc(len + 1);"
"C:\BoB_General\과제와실습\userland\containers\rtsp\rtsp_reader.c","1077","   *p_merged_uri_str = (char *)malloc(merged_size);"
"C:\BoB_General\과제와실습\userland\containers\rtsp\rtsp_reader.c","1117","      *p_control_uri_str = (char *)malloc(len + 1);"
"C:\BoB_General\과제와실습\userland\containers\rtsp\rtsp_reader.c","1146","   uri_buffer = (char *)malloc(uri_buffer_size);"
"C:\BoB_General\과제와실습\userland\containers\rtsp\rtsp_reader.c","1155","   free(uri_buffer);"
"C:\BoB_General\과제와실습\userland\containers\rtsp\rtsp_reader.c","1240","   new_path = (char *)calloc(1, len + RTP_PATH_EXTRA + 1);"
"C:\BoB_General\과제와실습\userland\containers\rtsp\rtsp_reader.c","1262","   free(new_path);"
"C:\BoB_General\과제와실습\userland\containers\rtsp\rtsp_reader.c","1268","   if (new_path) free(new_path);"
"C:\BoB_General\과제와실습\userland\containers\rtsp\rtsp_reader.c","1307","   memcpy(dst_format->language, src_format->language, sizeof(dst_format->language));"
"C:\BoB_General\과제와실습\userland\containers\rtsp\rtsp_reader.c","1320","      memcpy(dst_format->extradata, src_format->extradata, extradata_size);"
"C:\BoB_General\과제와실습\userland\containers\rtsp\rtsp_reader.c","1472","                  free(*track_control_uri);"
"C:\BoB_General\과제와실습\userland\containers\rtsp\rtsp_reader.c","1486","                  free(session_base_uri);"
"C:\BoB_General\과제와실습\userland\containers\rtsp\rtsp_reader.c","1500","      free(session_base_uri);"
"C:\BoB_General\과제와실습\userland\containers\rtsp\rtsp_reader.c","1622","   t_module->session_header = (char *)malloc(session_header_len + 1);"
